date,transaction_id,merchant_segment,business_unit,acquisition_channel,sessions,converted,revenue,customer_acquisition_cost,feature_launch_period
2024-10-02,TXN_000161,Standard,Europe,Paid Search,1,0,0,32.06,0
2024-10-02,TXN_000162,Small Business,Europe,Email,1,0,0,10.44,0
2024-10-02,TXN_000163,Startup,North America,Email,1,0,0,16.82,0
2024-10-02,TXN_000164,Premium,North America,Paid Search,1,0,0,36.28,0
2024-10-02,TXN_000165,Premium,Asia Pacific,Paid Search,1,0,0,73.67,0
2024-10-02,TXN_000166,Premium,Asia Pacific,Paid Search,1,0,0,58.78,0
2024-10-02,TXN_000167,Small Business,Europe,Organic Search,1,0,0,19.6,0
2024-10-02,TXN_000168,Startup,Asia Pacific,Referral,1,0,0,15.72,0
2024-10-02,TXN_000169,Enterprise,North America,Social Media,1,0,0,36.73,0
2024-10-02,TXN_000170,Premium,Latin America,Direct,1,0,0,6.43,0
2024-10-02,TXN_000171,Standard,Asia Pacific,Social Media,1,0,0,36.68,0
2024-10-02,TXN_000172,Standard,Latin America,Email,1,0,0,13.06,0
2024-10-02,TXN_000173,Enterprise,Latin America,Email,1,0,0,10.8,0
2024-10-02,TXN_000174,Standard,North America,Referral,1,0,0,10.94,0
2024-10-02,TXN_000175,Startup,North America,Referral,1,0,0,8.58,0
2024-10-02,TXN_000176,Small Business,Latin America,Referral,1,0,0,22.18,0
2024-10-02,TXN_000177,Standard,North America,Referral,1,0,0,11.12,0
2024-10-02,TXN_000178,Small Business,Europe,Social Media,1,0,0,35.3,0
2024-10-02,TXN_000179,Premium,North America,Paid Search,1,0,0,32.03,0
2024-10-02,TXN_000180,Standard,Europe,Direct,1,0,0,6.59,0
2024-10-02,TXN_000181,Standard,Europe,Referral,1,0,0,24.48,0
2024-10-02,TXN_000182,Enterprise,Europe,Referral,1,0,0,19.19,0
2024-10-02,TXN_000183,Small Business,Latin America,Organic Search,1,0,0,15.69,0
2024-10-02,TXN_000184,Enterprise,North America,Direct,1,0,0,9.72,0
2024-10-02,TXN_000185,Startup,North America,Organic Search,1,0,0,28.79,0
2024-10-02,TXN_000186,Startup,Europe,Email,1,0,0,14.26,0
2024-10-02,TXN_000187,Small Business,North America,Social Media,1,0,0,17.25,0
2024-10-02,TXN_000188,Premium,North America,Direct,1,0,0,2.29,0
2024-10-02,TXN_000189,Small Business,North America,Direct,1,0,0,3.29,0
2024-10-02,TXN_000190,Small Business,Asia Pacific,Email,1,0,0,16.3,0
2024-10-02,TXN_000191,Standard,Latin America,Organic Search,1,0,0,11.94,0
2024-10-02,TXN_000192,Startup,North America,Direct,1,0,0,5.5,0
2024-10-02,TXN_000193,Standard,Asia Pacific,Paid Search,1,0,0,32.48,0
2024-10-02,TXN_000194,Enterprise,Europe,Social Media,1,0,0,21.27,0
2024-10-02,TXN_000195,Small Business,Asia Pacific,Paid Search,1,0,0,59.77,0
2024-10-02,TXN_000196,Standard,North America,Organic Search,1,0,0,13.45,0
2024-10-02,TXN_000197,Premium,Europe,Direct,1,1,627.49,1.81,0
2024-10-02,TXN_000198,Enterprise,North America,Paid Search,1,1,709.59,79.19,0
2024-10-02,TXN_000199,Startup,Europe,Referral,1,0,0,24.04,0
2024-10-02,TXN_000200,Enterprise,North America,Direct,1,0,0,2.14,0
2024-10-02,TXN_000201,Startup,Asia Pacific,Organic Search,1,0,0,12.15,0
2024-10-02,TXN_000202,Standard,Latin America,Social Media,1,0,0,23.84,0
2024-10-02,TXN_000203,Startup,North America,Paid Search,1,0,0,43.24,0
2024-10-02,TXN_000204,Small Business,Asia Pacific,Paid Search,1,0,0,77.97,0
2024-10-02,TXN_000205,Small Business,Europe,Paid Search,1,0,0,40.1,0
2024-10-02,TXN_000206,Small Business,Europe,Organic Search,1,0,0,29.53,0
2024-10-02,TXN_000207,Premium,North America,Social Media,1,1,714.15,37.45,0
2024-10-02,TXN_000208,Enterprise,North America,Direct,1,0,0,1.61,0
2024-10-02,TXN_000209,Standard,Europe,Email,1,0,0,17.52,0
2024-10-02,TXN_000210,Premium,Asia Pacific,Organic Search,1,0,0,13.06,0
2024-10-02,TXN_000211,Startup,Latin America,Paid Search,1,0,0,60.27,0
2024-10-02,TXN_000212,Standard,North America,Referral,1,0,0,22.13,0
2024-10-02,TXN_000213,Premium,Asia Pacific,Organic Search,1,0,0,13.63,0
2024-10-02,TXN_000214,Small Business,Latin America,Direct,1,0,0,5.38,0
2024-10-02,TXN_000215,Premium,Latin America,Organic Search,1,0,0,13.5,0
2024-10-02,TXN_000216,Small Business,Europe,Social Media,1,0,0,28.63,0
2024-10-02,TXN_000217,Standard,Latin America,Email,1,0,0,6.54,0
2024-10-02,TXN_000218,Premium,North America,Email,1,0,0,9.67,0
2024-10-02,TXN_000219,Premium,Latin America,Organic Search,1,0,0,25.42,0
2024-10-02,TXN_000220,Small Business,North America,Direct,1,0,0,5.59,0
2024-10-02,TXN_000221,Standard,Latin America,Organic Search,1,1,112.02,13.99,0
2024-10-02,TXN_000222,Enterprise,Europe,Referral,1,1,746.5,22.2,0
2024-10-02,TXN_000223,Enterprise,Asia Pacific,Social Media,1,0,0,21.49,0
2024-10-02,TXN_000224,Standard,Europe,Social Media,1,0,0,18.85,0
2024-10-02,TXN_000225,Small Business,Asia Pacific,Organic Search,1,0,0,26.66,0
2024-10-02,TXN_000226,Premium,Europe,Organic Search,1,0,0,12.36,0
2024-10-02,TXN_000227,Startup,Asia Pacific,Email,1,0,0,9.55,0
2024-10-02,TXN_000228,Premium,North America,Referral,1,0,0,12.84,0
2024-10-02,TXN_000229,Startup,Asia Pacific,Paid Search,1,0,0,78.72,0
2024-10-02,TXN_000230,Startup,Latin America,Paid Search,1,0,0,62.48,0
2024-10-02,TXN_000231,Premium,Europe,Organic Search,1,0,0,24.13,0
2024-10-02,TXN_000232,Startup,Latin America,Email,1,0,0,18.16,0
2024-10-02,TXN_000233,Premium,Europe,Direct,1,0,0,6.4,0
2024-10-02,TXN_000234,Premium,North America,Direct,1,0,0,0.19,0
2024-10-02,TXN_000235,Small Business,Europe,Email,1,0,0,9.9,0
2024-10-02,TXN_000236,Premium,North America,Direct,1,0,0,5.85,0
2024-10-02,TXN_000237,Premium,North America,Organic Search,1,0,0,21.38,0
2024-10-02,TXN_000238,Enterprise,Asia Pacific,Direct,1,0,0,9.52,0
2024-10-02,TXN_000239,Standard,North America,Direct,1,0,0,2.79,0
2024-10-02,TXN_000240,Standard,North America,Email,1,0,0,16.24,0
2024-10-02,TXN_000241,Enterprise,North America,Email,1,0,0,14.74,0
2024-10-02,TXN_000242,Startup,Europe,Email,1,0,0,19.59,0
2024-10-02,TXN_000243,Enterprise,Asia Pacific,Direct,1,0,0,8.85,0
2024-10-02,TXN_000244,Small Business,North America,Email,1,0,0,19.86,0
2024-10-02,TXN_000245,Premium,Asia Pacific,Referral,1,1,782.18,23.73,0
2024-10-02,TXN_000246,Premium,Europe,Paid Search,1,0,0,69.14,0
2024-10-02,TXN_000247,Premium,Europe,Paid Search,1,0,0,36.73,0
2024-10-02,TXN_000248,Small Business,Latin America,Direct,1,0,0,6.2,0
2024-10-02,TXN_000249,Small Business,Latin America,Referral,1,0,0,19.02,0
2024-10-02,TXN_000250,Enterprise,Asia Pacific,Email,1,0,0,15.14,0
2024-10-02,TXN_000251,Enterprise,North America,Referral,1,0,0,22.12,0
2024-10-02,TXN_000252,Enterprise,Asia Pacific,Paid Search,1,0,0,53.16,0
2024-10-02,TXN_000253,Small Business,Latin America,Referral,1,0,0,22.75,0
2024-10-02,TXN_000254,Standard,Europe,Referral,1,0,0,23.7,0
2024-10-02,TXN_000255,Small Business,Latin America,Referral,1,1,96.02,18.8,0
2024-10-02,TXN_000256,Enterprise,Asia Pacific,Paid Search,1,0,0,28.28,0
2024-10-02,TXN_000257,Small Business,Asia Pacific,Email,1,0,0,6.66,0
2024-10-02,TXN_000258,Startup,Asia Pacific,Social Media,1,0,0,30.56,0
2024-10-02,TXN_000259,Premium,Latin America,Social Media,1,1,633.16,20.52,0
2024-10-02,TXN_000260,Premium,Europe,Organic Search,1,0,0,22.04,0
2024-10-02,TXN_000261,Small Business,Latin America,Direct,1,0,0,4.13,0
2024-10-02,TXN_000262,Enterprise,Asia Pacific,Paid Search,1,0,0,41.74,0
2024-10-02,TXN_000263,Standard,North America,Referral,1,0,0,9.15,0
2024-10-02,TXN_000264,Standard,North America,Social Media,1,0,0,26.42,0
2024-10-02,TXN_000265,Enterprise,Latin America,Direct,1,0,0,3.58,0
2024-10-02,TXN_000266,Startup,North America,Referral,1,0,0,11.24,0
2024-10-02,TXN_000267,Enterprise,Europe,Direct,1,0,0,0.6,0
2024-10-02,TXN_000268,Small Business,Latin America,Direct,1,0,0,7.46,0
2024-10-02,TXN_000269,Premium,Europe,Email,1,0,0,8.46,0
2024-10-02,TXN_000270,Startup,Europe,Organic Search,1,0,0,29.01,0
2024-10-02,TXN_000271,Standard,Asia Pacific,Paid Search,1,0,0,50.38,0
2024-10-02,TXN_000272,Small Business,Europe,Direct,1,0,0,1.3,0
2024-10-02,TXN_000273,Small Business,North America,Direct,1,0,0,9.14,0
2024-10-02,TXN_000274,Standard,Latin America,Email,1,0,0,15.84,0
2024-10-02,TXN_000275,Standard,Latin America,Direct,1,1,163.05,8.19,0
2024-10-02,TXN_000276,Premium,Europe,Referral,1,0,0,14.56,0
2024-10-02,TXN_000277,Standard,Asia Pacific,Referral,1,0,0,23.31,0
2024-10-02,TXN_000278,Small Business,Asia Pacific,Email,1,0,0,14.87,0
2024-10-02,TXN_000279,Premium,Europe,Paid Search,1,0,0,34.74,0
2024-10-02,TXN_000280,Startup,Europe,Social Media,1,0,0,24.24,0
2024-10-02,TXN_000281,Enterprise,North America,Social Media,1,0,0,39.89,0
2024-10-02,TXN_000282,Startup,North America,Email,1,0,0,15.21,0
2024-10-02,TXN_000283,Premium,Europe,Paid Search,1,0,0,42.34,0
2024-10-02,TXN_000284,Enterprise,North America,Direct,1,1,1602,2.76,0
2024-10-02,TXN_000285,Premium,Asia Pacific,Referral,1,0,0,17.09,0
2024-10-02,TXN_000286,Startup,Europe,Social Media,1,0,0,36.78,0
2024-10-02,TXN_000287,Small Business,North America,Paid Search,1,0,0,55.11,0
2024-10-02,TXN_000288,Premium,Europe,Email,1,0,0,11.78,0
2024-10-02,TXN_000289,Small Business,Europe,Organic Search,1,0,0,28.79,0
2024-10-02,TXN_000290,Premium,Europe,Organic Search,1,0,0,10.15,0
2024-10-02,TXN_000291,Standard,Europe,Paid Search,1,0,0,39.83,0
2024-10-02,TXN_000292,Enterprise,Latin America,Referral,1,0,0,12.41,0
2024-10-02,TXN_000293,Standard,Latin America,Paid Search,1,0,0,74.68,0
2024-10-02,TXN_000294,Enterprise,Europe,Paid Search,1,0,0,68.08,0
2024-10-02,TXN_000295,Premium,Asia Pacific,Paid Search,1,0,0,40.55,0
2024-10-03,TXN_000296,Standard,North America,Email,1,0,0,10.2,0
2024-10-03,TXN_000297,Premium,Latin America,Social Media,1,0,0,38.53,0
2024-10-03,TXN_000298,Premium,Asia Pacific,Email,1,0,0,13.69,0
2024-10-03,TXN_000299,Startup,Europe,Referral,1,0,0,20.24,0
2024-10-03,TXN_000300,Startup,North America,Direct,1,0,0,3.5,0
2024-10-03,TXN_000301,Enterprise,Europe,Organic Search,1,0,0,18.29,0
2024-10-03,TXN_000302,Small Business,Asia Pacific,Email,1,0,0,9.03,0
2024-10-03,TXN_000303,Standard,North America,Referral,1,0,0,10.07,0
2024-10-03,TXN_000304,Small Business,Asia Pacific,Paid Search,1,0,0,30.68,0
2024-10-03,TXN_000305,Premium,Europe,Paid Search,1,0,0,25.25,0
2024-10-03,TXN_000306,Enterprise,Asia Pacific,Email,1,0,0,5.82,0
2024-10-03,TXN_000307,Startup,North America,Organic Search,1,0,0,10.52,0
2024-10-03,TXN_000308,Standard,North America,Direct,1,0,0,7.15,0
2024-10-03,TXN_000309,Enterprise,Europe,Social Media,1,1,1812.99,32.09,0
2024-10-03,TXN_000310,Startup,Latin America,Direct,1,0,0,2.09,0
2024-10-03,TXN_000311,Small Business,Europe,Social Media,1,0,0,20.28,0
2024-10-03,TXN_000312,Enterprise,North America,Social Media,1,0,0,21.61,0
2024-10-03,TXN_000313,Startup,Europe,Organic Search,1,0,0,10.55,0
2024-10-03,TXN_000314,Startup,Asia Pacific,Email,1,0,0,13.66,0
2024-10-03,TXN_000315,Standard,Europe,Organic Search,1,0,0,28.64,0
2024-10-03,TXN_000316,Standard,Asia Pacific,Paid Search,1,0,0,68.92,0
2024-10-03,TXN_000317,Standard,Asia Pacific,Paid Search,1,0,0,46.74,0
2024-10-03,TXN_000318,Small Business,Europe,Direct,1,0,0,1.45,0
2024-10-03,TXN_000319,Small Business,Latin America,Social Media,1,0,0,15.7,0
2024-10-03,TXN_000320,Small Business,Latin America,Email,1,0,0,15.27,0
2024-10-03,TXN_000321,Enterprise,North America,Organic Search,1,0,0,24.48,0
2024-10-03,TXN_000322,Small Business,Europe,Organic Search,1,0,0,25.12,0
2024-10-03,TXN_000323,Enterprise,Europe,Direct,1,0,0,2.15,0
2024-10-03,TXN_000324,Startup,North America,Email,1,0,0,6.71,0
2024-10-03,TXN_000325,Premium,Latin America,Organic Search,1,0,0,18.37,0
2024-10-03,TXN_000326,Standard,Asia Pacific,Organic Search,1,0,0,25.12,0
2024-10-03,TXN_000327,Standard,Latin America,Email,1,0,0,14.84,0
2024-10-03,TXN_000328,Premium,Europe,Paid Search,1,0,0,73.18,0
2024-10-03,TXN_000329,Startup,Latin America,Referral,1,0,0,9.25,0
2024-10-03,TXN_000330,Enterprise,North America,Social Media,1,0,0,19.69,0
2024-10-03,TXN_000331,Enterprise,Latin America,Referral,1,0,0,8.22,0
2024-10-03,TXN_000332,Startup,Latin America,Direct,1,0,0,5.91,0
2024-10-03,TXN_000333,Enterprise,Europe,Referral,1,0,0,17.48,0
2024-10-03,TXN_000334,Premium,Asia Pacific,Social Media,1,0,0,37.01,0
2024-10-03,TXN_000335,Enterprise,Europe,Social Media,1,0,0,37.85,0
2024-10-03,TXN_000336,Startup,North America,Email,1,0,0,11.86,0
2024-10-03,TXN_000337,Standard,Latin America,Paid Search,1,0,0,52.9,0
2024-10-03,TXN_000338,Premium,Europe,Email,1,0,0,19.87,0
2024-10-03,TXN_000339,Enterprise,North America,Paid Search,1,0,0,67.51,0
2024-10-03,TXN_000340,Enterprise,North America,Referral,1,0,0,13.93,0
2024-10-03,TXN_000341,Enterprise,Latin America,Email,1,0,0,9.94,0
2024-10-03,TXN_000342,Small Business,Europe,Direct,1,0,0,9.47,0
2024-10-03,TXN_000343,Startup,Asia Pacific,Direct,1,0,0,6.38,0
2024-10-03,TXN_000344,Premium,Europe,Direct,1,0,0,4.82,0
2024-10-03,TXN_000345,Startup,North America,Social Media,1,0,0,29.16,0
